Id,Age,Trabajo,Estado Civil,Educación,Saldo Bancario,Prestamo vivienda,Prestamo auto,Comunicación,Fecha Ultimo contacto,N de contactos,Dias transcurridos,Intentos previos,Resultado,Llamada comenzada2,Llamada terminada2,Seguro contratado,Orden_Comunicación
3602,26,"Tecnico","Soltero","Secuandaria",44,"NO","NO","celular","2021-10-30 00:00:00,000",1,-1,0,"NA","1899-12-30 15:14:07,000","1899-12-30 15:17:44,000","SI",1
3571,30,"Desempleado","Soltero","Secuandaria",40,"NO","NO","celular","2021-02-05 00:00:00,000",1,-1,0,"NA","1899-12-30 15:30:21,000","1899-12-30 15:32:34,000","NO",1
3469,52,"Administrador","Soltero","Secuandaria",2398,"SI","NO","celular","2021-11-03 00:00:00,000",1,-1,0,"NA","1899-12-30 16:29:18,000","1899-12-30 16:36:10,000","SI",1
3463,52,"Independiente","Soltero","Secuandaria",207,"NO","SI","celular","2021-11-18 00:00:00,000",1,-1,0,"NA","1899-12-30 11:29:42,000","1899-12-30 11:32:41,000","NO",1
3395,35,"Trabajador obrero","Soltero","Secuandaria",398,"SI","NO","celular","2021-04-20 00:00:00,000",1,-1,0,"NA","1899-12-30 12:04:25,000","1899-12-30 12:07:43,000","NO",1
1286,23,"Prestador de Servicios","Soltero","Secuandaria",31,"NO","NO","celular","2021-06-01 00:00:00,000",1,-1,0,"NA","1899-12-30 15:13:43,000","1899-12-30 15:16:55,000","SI",1
1191,26,"Estudiante","Soltero","Secuandaria",8015,"NO","NO","celular","2021-05-26 00:00:00,000",1,-1,0,"NA","1899-12-30 12:16:18,000","1899-12-30 12:18:07,000","NO",1
1128,25,"Estudiante","Soltero","Secuandaria",1747,"SI","NO","celular","2021-07-24 00:00:00,000",1,-1,0,"NA","1899-12-30 12:21:05,000","1899-12-30 12:36:08,000","SI",1
1291,36,"Tecnico","Soltero","Secuandaria",98,"NO","NO","celular","2021-01-30 00:00:00,000",1,-1,0,"NA","1899-12-30 16:27:10,000","1899-12-30 16:40:01,000","SI",1
1103,29,"Tecnico","Soltero","Secuandaria",3466,"NO","NO","celular","2021-04-21 00:00:00,000",1,-1,0,"NA","1899-12-30 09:43:52,000","1899-12-30 09:48:26,000","SI",1
1058,25,"Estudiante","Soltero","Secuandaria",203,"NO","NO","celular","2021-05-04 00:00:00,000",1,-1,0,"NA","1899-12-30 14:53:22,000","1899-12-30 14:55:10,000","NO",1
1042,29,"Desempleado","Soltero","Secuandaria",523,"NO","NO","celular","2021-02-05 00:00:00,000",1,-1,0,"NA","1899-12-30 09:55:47,000","1899-12-30 10:01:38,000","NO",1
999,27,"Tecnico","Soltero","Secuandaria",41,"SI","SI","celular","2021-07-25 00:00:00,000",1,-1,0,"NA","1899-12-30 10:55:20,000","1899-12-30 11:08:43,000","NO",1
1102,35,"Tecnico","Soltero","Secuandaria",1693,"SI","NO","celular","2021-02-10 00:00:00,000",1,-1,0,"NA","1899-12-30 09:34:18,000","1899-12-30 09:42:53,000","SI",1
1298,30,"Prestador de Servicios","Soltero","Secuandaria",631,"SI","NO","celular","2021-05-18 00:00:00,000",1,-1,0,"NA","1899-12-30 14:35:24,000","1899-12-30 14:37:02,000","NO",1
1362,41,"Trabajador obrero","Soltero","Secuandaria",1085,"SI","SI","celular","2021-07-07 00:00:00,000",1,-1,0,"NA","1899-12-30 12:57:22,000","1899-12-30 13:07:21,000","SI",1
1677,22,"Administrador","Soltero","Secuandaria",114,"NO","NO","celular","2021-03-30 00:00:00,000",1,-1,0,"NA","1899-12-30 09:08:11,000","1899-12-30 09:16:48,000","SI",1
1661,37,"Emprendedor","Soltero","Secuandaria",-22,"SI","NO","celular","2021-05-15 00:00:00,000",1,-1,0,"NA","1899-12-30 17:21:21,000","1899-12-30 17:26:38,000","SI",1
1641,27,"Prestador de Servicios","Soltero","Secuandaria",353,"SI","NO","celular","2021-05-15 00:00:00,000",1,-1,0,"NA","1899-12-30 17:14:48,000","1899-12-30 17:25:51,000","SI",1
1613,30,"Trabajador obrero","Soltero","Secuandaria",183,"SI","NO","celular","2021-07-18 00:00:00,000",1,-1,0,"NA","1899-12-30 15:30:17,000","1899-12-30 15:40:27,000","SI",1
1595,29,"Tecnico","Soltero","Secuandaria",590,"NO","NO","celular","2021-05-25 00:00:00,000",1,-1,0,"NA","1899-12-30 14:41:55,000","1899-12-30 14:43:59,000","SI",1
1502,26,"Independiente","Soltero","Secuandaria",3676,"NO","NO","celular","2021-04-07 00:00:00,000",1,-1,0,"NA","1899-12-30 12:07:31,000","1899-12-30 12:09:59,000","SI",1
1494,36,"Administrador","Soltero","Secuandaria",1414,"SI","NO","celular","2021-04-16 00:00:00,000",1,-1,0,"NA","1899-12-30 11:47:33,000","1899-12-30 11:51:37,000","NO",1
1369,32,"Prestador de Servicios","Soltero","Secuandaria",2881,"NO","NO","celular","2021-07-02 00:00:00,000",1,-1,0,"NA","1899-12-30 14:40:20,000","1899-12-30 14:46:16,000","SI",1
996,35,"Tecnico","Soltero","Secuandaria",196,"SI","NO","celular","2021-11-21 00:00:00,000",1,-1,0,"NA","1899-12-30 16:49:56,000","1899-12-30 16:55:14,000","NO",1
667,22,"Estudiante","Soltero","Secuandaria",722,"SI","NO","celular","2021-04-02 00:00:00,000",1,-1,0,"NA","1899-12-30 12:52:01,000","1899-12-30 12:53:49,000","NO",1
646,25,"Tecnico","Soltero","Secuandaria",4718,"NO","NO","celular","2021-07-24 00:00:00,000",1,-1,0,"NA","1899-12-30 16:06:48,000","1899-12-30 16:18:37,000","SI",1
631,34,"Tecnico","Soltero","Secuandaria",161,"NO","NO","celular","2021-08-21 00:00:00,000",1,-1,0,"NA","1899-12-30 12:54:15,000","1899-12-30 13:01:01,000","NO",1
590,27,"Independiente","Soltero","Secuandaria",50,"NO","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 09:09:54,000","1899-12-30 09:12:42,000","NO",1
586,26,"Tecnico","Soltero","Secuandaria",603,"NO","SI","celular","2021-07-17 00:00:00,000",1,-1,0,"NA","1899-12-30 14:24:45,000","1899-12-30 14:27:41,000","NO",1
569,31,"Trabajador obrero","Soltero","Secuandaria",26,"NO","NO","celular","2021-02-05 00:00:00,000",1,-1,0,"NA","1899-12-30 14:54:59,000","1899-12-30 14:56:42,000","NO",1
561,32,"Administrador","Soltero","Secuandaria",566,"SI","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 12:30:10,000","1899-12-30 12:31:11,000","NO",1
685,24,"Administrador","Soltero","Secuandaria",172,"NO","NO","celular","2021-02-03 00:00:00,000",1,-1,0,"NA","1899-12-30 11:48:25,000","1899-12-30 11:50:19,000","NO",1
946,32,"Prestador de Servicios","Soltero","Secuandaria",-55,"SI","NO","celular","2021-04-15 00:00:00,000",1,-1,0,"NA","1899-12-30 16:46:13,000","1899-12-30 16:56:14,000","NO",1
864,30,"Prestador de Servicios","Soltero","Secuandaria",-143,"SI","NO","celular","2021-05-15 00:00:00,000",1,-1,0,"NA","1899-12-30 15:54:46,000","1899-12-30 15:56:11,000","NO",1
849,28,"Tecnico","Soltero","Secuandaria",909,"NO","SI","celular","2021-07-07 00:00:00,000",1,-1,0,"NA","1899-12-30 13:04:48,000","1899-12-30 13:13:40,000","SI",1
824,35,"Administrador","Soltero","Secuandaria",3636,"NO","NO","celular","2021-08-12 00:00:00,000",1,-1,0,"NA","1899-12-30 10:09:43,000","1899-12-30 10:13:05,000","NO",1
819,39,"Tecnico","Soltero","Secuandaria",15,"SI","NO","celular","2021-04-30 00:00:00,000",1,-1,0,"NA","1899-12-30 13:23:53,000","1899-12-30 13:32:23,000","SI",1
755,32,"Prestador de Servicios","Soltero","Secuandaria",133,"NO","NO","celular","2021-04-15 00:00:00,000",1,-1,0,"NA","1899-12-30 14:48:37,000","1899-12-30 14:51:28,000","SI",1
753,38,"Prestador de Servicios","Soltero","Secuandaria",895,"SI","NO","celular","2021-05-12 00:00:00,000",1,-1,0,"NA","1899-12-30 11:36:06,000","1899-12-30 12:01:37,000","SI",1
1904,27,"Administrador","Soltero","Secuandaria",3629,"NO","NO","celular","2021-06-16 00:00:00,000",1,-1,0,"NA","1899-12-30 15:13:34,000","1899-12-30 15:14:40,000","NO",1
1856,22,"Prestador de Servicios","Soltero","Secuandaria",344,"SI","NO","celular","2021-05-18 00:00:00,000",1,-1,0,"NA","1899-12-30 11:31:43,000","1899-12-30 11:37:30,000","SI",1
1849,30,"Tecnico","Soltero","Secuandaria",707,"NO","NO","celular","2021-05-26 00:00:00,000",1,-1,0,"NA","1899-12-30 16:49:41,000","1899-12-30 16:53:29,000","NO",1
1828,49,"Prestador de Servicios","Soltero","Secuandaria",1884,"SI","NO","celular","2021-05-08 00:00:00,000",1,-1,0,"NA","1899-12-30 12:03:14,000","1899-12-30 12:03:57,000","NO",1
2123,24,"Estudiante","Soltero","Secuandaria",8165,"NO","NO","celular","2021-09-15 00:00:00,000",1,-1,0,"NA","1899-12-30 16:32:04,000","1899-12-30 16:35:40,000","SI",1
1973,27,"Prestador de Servicios","Soltero","Secuandaria",-195,"SI","NO","celular","2021-05-18 00:00:00,000",1,-1,0,"NA","1899-12-30 10:51:19,000","1899-12-30 10:57:50,000","SI",1
1955,33,"Tecnico","Soltero","Secuandaria",2583,"NO","NO","celular","2021-02-06 00:00:00,000",1,-1,0,"NA","1899-12-30 13:54:06,000","1899-12-30 13:56:15,000","NO",1
1949,30,"Administrador","Soltero","Secuandaria",1018,"SI","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 17:02:29,000","1899-12-30 17:03:27,000","NO",1
4966,31,"Tecnico","Soltero","Secuandaria",1062,"NO","NO","celular","2021-11-18 00:00:00,000",1,-1,0,"NA","1899-12-30 16:13:55,000","1899-12-30 16:27:50,000","NA",1
1782,31,"Trabajador obrero","Soltero","Secuandaria",1979,"SI","SI","celular","2021-05-06 00:00:00,000",1,-1,0,"NA","1899-12-30 09:45:01,000","1899-12-30 10:05:06,000","SI",1
1709,49,"Administrador","Soltero","Secuandaria",293,"NO","NO","celular","2021-06-28 00:00:00,000",1,-1,0,"NA","1899-12-30 09:14:41,000","1899-12-30 09:22:13,000","SI",1
1698,34,"Tecnico","Soltero","Secuandaria",2729,"SI","NO","celular","2021-11-18 00:00:00,000",1,-1,0,"NA","1899-12-30 13:36:38,000","1899-12-30 13:50:33,000","SI",1
1683,27,"Gerente","Soltero","Secuandaria",924,"SI","NO","celular","2021-02-03 00:00:00,000",1,-1,0,"NA","1899-12-30 17:34:57,000","1899-12-30 17:36:21,000","NO",1
1766,29,"Administrador","Soltero","Secuandaria",27,"SI","NO","celular","2021-05-06 00:00:00,000",1,-1,0,"NA","1899-12-30 15:24:00,000","1899-12-30 15:36:34,000","SI",1
1765,38,"Desempleado","Soltero","Secuandaria",804,"NO","NO","celular","2021-06-01 00:00:00,000",1,-1,0,"NA","1899-12-30 09:35:49,000","1899-12-30 09:53:56,000","SI",1
1756,28,"NA","Soltero","Secuandaria",4465,"NO","NO","celular","2021-01-28 00:00:00,000",1,-1,0,"NA","1899-12-30 14:03:50,000","1899-12-30 14:16:39,000","SI",1
1753,30,"Trabajador obrero","Soltero","Secuandaria",315,"NO","NO","celular","2021-06-23 00:00:00,000",1,-1,0,"NA","1899-12-30 09:37:38,000","1899-12-30 10:01:05,000","SI",1
1720,24,"Administrador","Soltero","Secuandaria",1725,"SI","NO","celular","2021-05-07 00:00:00,000",1,-1,0,"NA","1899-12-30 14:45:02,000","1899-12-30 14:46:01,000","NO",1
1714,31,"Trabajador obrero","Soltero","Secuandaria",5547,"SI","NO","celular","2021-05-11 00:00:00,000",1,-1,0,"NA","1899-12-30 15:23:59,000","1899-12-30 15:25:12,000","NO",1
4996,31,"Administrador","Soltero","Secuandaria",131,"SI","NO","celular","2021-06-15 00:00:00,000",1,-1,0,"NA","1899-12-30 13:54:24,000","1899-12-30 13:56:55,000","NA",1
497,36,"Estudiante","Soltero","Secuandaria",17,"NO","NO","celular","2021-04-22 00:00:00,000",1,-1,0,"NA","1899-12-30 12:32:28,000","1899-12-30 12:42:49,000","SI",1
537,33,"NA","Soltero","Secuandaria",1522,"NO","SI","celular","2021-11-19 00:00:00,000",1,-1,0,"NA","1899-12-30 12:44:40,000","1899-12-30 13:00:46,000","NO",1
373,32,"Prestador de Servicios","Soltero","Secuandaria",1168,"SI","NO","celular","2021-11-16 00:00:00,000",1,-1,0,"NA","1899-12-30 17:41:04,000","1899-12-30 17:47:55,000","SI",1
142,30,"Desempleado","Soltero","Secuandaria",1058,"NO","NO","celular","2021-02-04 00:00:00,000",1,-1,0,"NA","1899-12-30 10:40:58,000","1899-12-30 10:49:33,000","NO",1
138,27,"Prestador de Servicios","Soltero","Secuandaria",302,"NO","NO","celular","2021-07-03 00:00:00,000",1,-1,0,"NA","1899-12-30 11:43:28,000","1899-12-30 11:46:51,000","SI",1
400,31,"Administrador","Soltero","Secuandaria",3950,"SI","NO","celular","2021-11-21 00:00:00,000",1,-1,0,"NA","1899-12-30 09:25:09,000","1899-12-30 09:33:58,000","SI",1
362,27,"Estudiante","Soltero","Secuandaria",3,"NO","NO","celular","2021-01-28 00:00:00,000",1,-1,0,"NA","1899-12-30 14:15:28,000","1899-12-30 14:17:39,000","NO",1
372,28,"Desempleado","Soltero","Secuandaria",434,"SI","NO","celular","2021-04-30 00:00:00,000",1,-1,0,"NA","1899-12-30 14:57:00,000","1899-12-30 15:01:17,000","NO",1
144,32,"Prestador de Servicios","Soltero","Secuandaria",-402,"SI","NO","celular","2021-04-17 00:00:00,000",1,-1,0,"NA","1899-12-30 14:38:19,000","1899-12-30 14:40:34,000","NO",1
90,41,"Emprendedor","Soltero","Secuandaria",663,"NO","NO","celular","2021-07-24 00:00:00,000",1,-1,0,"NA","1899-12-30 10:52:25,000","1899-12-30 11:12:29,000","SI",1
338,29,"Tecnico","Soltero","Secuandaria",110,"SI","NO","celular","2021-04-13 00:00:00,000",1,-1,0,"NA","1899-12-30 12:24:58,000","1899-12-30 12:42:14,000","SI",1
432,35,"Tecnico","Soltero","Secuandaria",204,"SI","NO","celular","2021-05-25 00:00:00,000",1,-1,0,"NA","1899-12-30 16:29:42,000","1899-12-30 16:33:38,000","SI",1
217,37,"Prestador de Servicios","Soltero","Secuandaria",1045,"NO","NO","celular","2021-02-04 00:00:00,000",1,-1,0,"NA","1899-12-30 13:33:29,000","1899-12-30 13:38:30,000","NO",1
67,28,"Trabajador obrero","Soltero","Secuandaria",1955,"NO","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 12:28:55,000","1899-12-30 12:29:20,000","NO",1
4971,56,"Retirado","Casado","Primaria",340,"SI","NO","celular","2021-07-21 00:00:00,000",1,-1,0,"NA","1899-12-30 09:14:13,000","1899-12-30 09:34:33,000","NA",1
3504,56,"Desempleado","Casado","Primaria",3391,"NO","NO","celular","2021-04-21 00:00:00,000",1,-1,0,"NA","1899-12-30 09:32:21,000","1899-12-30 09:36:24,000","SI",1
3535,42,"Trabajador obrero","Casado","Primaria",205,"SI","NO","celular","2021-04-17 00:00:00,000",1,-1,0,"NA","1899-12-30 16:09:00,000","1899-12-30 16:18:42,000","NO",1
3685,53,"Tecnico","Casado","Primaria",6839,"SI","NO","celular","2021-11-19 00:00:00,000",1,-1,0,"NA","1899-12-30 11:10:43,000","1899-12-30 11:12:00,000","NO",1
3773,31,"Trabajador obrero","Casado","Primaria",224,"SI","NO","celular","2021-05-18 00:00:00,000",1,-1,0,"NA","1899-12-30 10:30:47,000","1899-12-30 10:32:46,000","NO",1
3817,43,"Tecnico","Casado","Primaria",4844,"SI","NO","celular","2021-11-19 00:00:00,000",1,-1,0,"NA","1899-12-30 13:43:30,000","1899-12-30 13:50:44,000","NO",1
3966,65,"Retirado","Casado","Primaria",1004,"NO","NO","celular","2021-10-28 00:00:00,000",1,-1,0,"NA","1899-12-30 11:01:05,000","1899-12-30 11:07:16,000","SI",1
4164,47,"Ama de casa","Casado","Primaria",1747,"SI","NO","celular","2021-04-20 00:00:00,000",1,-1,0,"NA","1899-12-30 15:05:57,000","1899-12-30 15:11:22,000","NA",1
4275,36,"Trabajador obrero","Casado","Primaria",378,"SI","NO","celular","2021-05-05 00:00:00,000",1,-1,0,"NA","1899-12-30 13:28:44,000","1899-12-30 13:49:24,000","NA",1
4405,43,"Trabajador obrero","Casado","Primaria",3917,"NO","NO","celular","2021-03-02 00:00:00,000",1,-1,0,"NA","1899-12-30 11:36:05,000","1899-12-30 11:38:39,000","NA",1
4542,61,"Retirado","Casado","Primaria",103,"NO","NO","celular","2021-12-07 00:00:00,000",1,-1,0,"NA","1899-12-30 09:07:20,000","1899-12-30 09:12:12,000","NA",1
4546,39,"Trabajador obrero","Casado","Primaria",118,"NO","NO","celular","2021-02-03 00:00:00,000",1,-1,0,"NA","1899-12-30 14:08:11,000","1899-12-30 14:23:17,000","NA",1
4612,36,"Trabajador obrero","Casado","Primaria",70,"SI","NO","celular","2021-01-28 00:00:00,000",1,-1,0,"NA","1899-12-30 16:51:06,000","1899-12-30 16:53:50,000","NA",1
4614,53,"Ama de casa","Casado","Primaria",-286,"SI","NO","celular","2021-07-09 00:00:00,000",1,-1,0,"NA","1899-12-30 09:21:47,000","1899-12-30 09:23:53,000","NA",1
4725,34,"Desempleado","Casado","Primaria",309,"NO","NO","celular","2021-02-05 00:00:00,000",1,-1,0,"NA","1899-12-30 11:01:27,000","1899-12-30 11:11:05,000","NA",1
4791,35,"Administrador","Casado","Primaria",189,"SI","NO","celular","2021-05-11 00:00:00,000",1,-1,0,"NA","1899-12-30 16:15:31,000","1899-12-30 16:17:06,000","NA",1
4900,58,"Trabajador obrero","Casado","Primaria",3108,"NO","SI","celular","2021-11-21 00:00:00,000",1,-1,0,"NA","1899-12-30 09:43:06,000","1899-12-30 09:43:59,000","NA",1
4931,56,"Prestador de Servicios","Casado","Primaria",966,"NO","SI","celular","2021-07-10 00:00:00,000",1,-1,0,"NA","1899-12-30 09:58:07,000","1899-12-30 09:59:15,000","NA",1
4444,32,"Independiente","Casado","Primaria",286,"SI","NO","celular","2021-08-06 00:00:00,000",1,-1,0,"NA","1899-12-30 11:06:32,000","1899-12-30 11:09:27,000","NA",1
3475,47,"Trabajador obrero","Casado","Primaria",1112,"SI","NO","celular","2021-05-13 00:00:00,000",1,-1,0,"NA","1899-12-30 10:22:20,000","1899-12-30 10:24:29,000","NO",1
3243,27,"Trabajador obrero","Casado","Primaria",202,"NO","SI","celular","2021-07-22 00:00:00,000",1,-1,0,"NA","1899-12-30 11:55:51,000","1899-12-30 11:56:32,000","NO",1
1642,31,"Ama de casa","Casado","Primaria",-184,"SI","NO","celular","2021-07-24 00:00:00,000",1,-1,0,"NA","1899-12-30 11:18:09,000","1899-12-30 11:23:35,000","NO",1
3206,62,"Retirado","Casado","Primaria",383,"NO","NO","celular","2021-09-10 00:00:00,000",1,-1,0,"NA","1899-12-30 12:33:15,000","1899-12-30 12:37:51,000","NO",1
3230,59,"Retirado","Casado","Primaria",-182,"NO","SI","celular","2021-07-25 00:00:00,000",1,-1,0,"NA","1899-12-30 11:16:00,000","1899-12-30 11:18:33,000","NO",1
1792,54,"Trabajador obrero","Casado","Primaria",175,"NO","SI","celular","2021-07-08 00:00:00,000",1,-1,0,"NA","1899-12-30 10:22:10,000","1899-12-30 10:39:17,000","NO",1
1960,59,"Retirado","Casado","Primaria",-411,"NO","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 14:48:52,000","1899-12-30 14:52:37,000","NO",1
1972,63,"Retirado","Casado","Primaria",48,"NO","NO","celular","2021-06-09 00:00:00,000",1,-1,0,"NA","1899-12-30 16:24:23,000","1899-12-30 16:28:34,000","SI",1
2047,70,"Retirado","Casado","Primaria",3782,"NO","NO","celular","2021-03-16 00:00:00,000",1,-1,0,"NA","1899-12-30 11:23:58,000","1899-12-30 11:34:16,000","NO",1
2079,23,"Trabajador obrero","Casado","Primaria",1158,"SI","NO","celular","2021-04-16 00:00:00,000",1,-1,0,"NA","1899-12-30 12:21:16,000","1899-12-30 12:33:39,000","NO",1
2130,35,"Retirado","Casado","Primaria",285,"SI","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 13:21:26,000","1899-12-30 13:23:42,000","NO",1
2226,53,"Trabajador obrero","Casado","Primaria",1794,"SI","NO","celular","2021-04-17 00:00:00,000",1,-1,0,"NA","1899-12-30 17:16:56,000","1899-12-30 17:26:13,000","NO",1
2332,49,"Trabajador obrero","Casado","Primaria",399,"NO","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 15:36:21,000","1899-12-30 15:47:40,000","NO",1
2508,65,"Retirado","Casado","Primaria",3629,"NO","NO","celular","2021-04-27 00:00:00,000",1,-1,0,"NA","1899-12-30 17:00:33,000","1899-12-30 17:03:01,000","SI",1
2563,45,"Trabajador obrero","Casado","Primaria",-443,"SI","SI","celular","2021-04-20 00:00:00,000",1,-1,0,"NA","1899-12-30 14:34:35,000","1899-12-30 14:46:06,000","SI",1
2710,40,"Trabajador obrero","Casado","Primaria",32,"SI","NO","celular","2021-05-07 00:00:00,000",1,-1,0,"NA","1899-12-30 16:58:19,000","1899-12-30 17:00:01,000","NO",1
2721,73,"Retirado","Casado","Primaria",508,"NO","NO","celular","2021-03-09 00:00:00,000",1,-1,0,"NA","1899-12-30 09:57:57,000","1899-12-30 10:00:53,000","SI",1
2767,50,"Administrador","Casado","Primaria",495,"NO","NO","celular","2021-01-28 00:00:00,000",1,-1,0,"NA","1899-12-30 10:05:53,000","1899-12-30 10:07:26,000","NO",1
2773,32,"Independiente","Casado","Primaria",102,"SI","NO","celular","2021-07-18 00:00:00,000",1,-1,0,"NA","1899-12-30 17:21:44,000","1899-12-30 17:31:04,000","SI",1
2806,54,"Trabajador obrero","Casado","Primaria",714,"NO","NO","celular","2021-05-05 00:00:00,000",1,-1,0,"NA","1899-12-30 17:05:33,000","1899-12-30 17:09:18,000","NO",1
2817,51,"Desempleado","Casado","Primaria",1162,"SI","NO","celular","2021-07-25 00:00:00,000",1,-1,0,"NA","1899-12-30 17:40:47,000","1899-12-30 18:14:22,000","SI",1
2883,33,"Trabajador obrero","Casado","Primaria",3074,"NO","NO","celular","2021-11-18 00:00:00,000",1,-1,0,"NA","1899-12-30 16:04:53,000","1899-12-30 16:16:12,000","NO",1
2902,40,"Administrador","Casado","Primaria",72,"SI","SI","celular","2021-11-21 00:00:00,000",1,-1,0,"NA","1899-12-30 09:33:55,000","1899-12-30 09:48:04,000","SI",1
2913,50,"Trabajador obrero","Casado","Primaria",604,"NO","NO","celular","2021-08-05 00:00:00,000",1,-1,0,"NA","1899-12-30 10:07:37,000","1899-12-30 10:09:21,000","NO",1
3089,55,"Retirado","Casado","Primaria",3876,"NO","NO","celular","2021-11-21 00:00:00,000",1,-1,0,"NA","1899-12-30 13:00:35,000","1899-12-30 13:01:29,000","NO",1
3183,48,"Ama de casa","Casado","Primaria",332,"SI","NO","celular","2021-06-01 00:00:00,000",1,-1,0,"NA","1899-12-30 09:53:55,000","1899-12-30 09:58:17,000","NO",1
3184,37,"Ama de casa","Casado","Primaria",2410,"NO","NO","celular","2021-08-04 00:00:00,000",1,-1,0,"NA","1899-12-30 14:36:09,000","1899-12-30 14:41:24,000","NO",1
3189,59,"Retirado","Casado","Primaria",363,"NO","NO","celular","2021-04-30 00:00:00,000",1,-1,0,"NA","1899-12-30 09:40:58,000","1899-12-30 09:47:38,000","SI",1
1775,65,"Ama de casa","Casado","Primaria",715,"NO","NO","celular","2021-03-11 00:00:00,000",1,-1,0,"NA","1899-12-30 12:59:20,000","1899-12-30 13:04:43,000","SI",1
1665,40,"Prestador de Servicios","Casado","Primaria",-45,"NO","SI","celular","2021-07-08 00:00:00,000",1,-1,0,"NA","1899-12-30 17:11:02,000","1899-12-30 17:13:48,000","NO",1
1600,64,"Retirado","Casado","Primaria",43,"NO","NO","celular","2021-12-10 00:00:00,000",1,-1,0,"NA","1899-12-30 16:37:19,000","1899-12-30 16:41:11,000","SI",1
12,53,"Trabajador obrero","Casado","Primaria",-462,"NO","NO","celular","2021-01-29 00:00:00,000",1,-1,0,"NA","1899-12-30 16:45:50,000","1899-12-30 16:53:40,000","SI",1
413,41,"Trabajador obrero","Casado","Primaria",-75,"SI","NO","celular","2021-05-18 00:00:00,000",1,-1,0,"NA","1899-12-30 13:19:32,000","1899-12-30 13:21:27,000","NO",1
488,41,"Trabajador obrero","Casado","Primaria",6596,"SI","NO","celular","2021-11-20 00:00:00,000",1,-1,0,"NA","1899-12-30 15:42:47,000","1899-12-30 15:44:15,000","NO",1
540,32,"Trabajador obrero","Casado","Primaria",3136,"SI","NO","celular","2021-11-19 00:00:00,000",1,-1,0,"NA","1899-12-30 10:03:09,000","1899-12-30 10:16:49,000","SI",1
553,37,"Trabajador obrero","Casado","Primaria",-106,"SI","SI","celular","2021-05-12 00:00:00,000",1,-1,0,"NA","1899-12-30 17:38:04,000","1899-12-30 17:49:34,000","SI",1
622,59,"Ama de casa","Casado","Primaria",100,"NO","NO","celular","2021-08-05 00:00:00,000",1,-1,0,"NA","1899-12-30 14:05:24,000","1899-12-30 14:24:18,000","SI",1
669,61,"Retirado","Casado","Primaria",197,"NO","NO","celular","2021-02-17 00:00:00,000",1,-1,0,"NA","1899-12-30 17:18:00,000","1899-12-30 17:19:53,000","SI",1
751,32,"Trabajador obrero","Casado","Primaria",187,"NO","NO","celular","2021-07-09 00:00:00,000",1,-1,0,"NA","1899-12-30 09:16:47,000","1899-12-30 09:18:18,000","NO",1
801,38,"Trabajador obrero","Casado","Primaria",290,"SI","NO","celular","2021-04-16 00:00:00,000",1,-1,0,"NA","1899-12-30 16:11:33,000","1899-12-30 16:16:16,000","NO",1
842,44,"Prestador de Servicios","Casado","Primaria",3,"SI","NO","celular","2021-05-07 00:00:00,000",1,-1,0,"NA","1899-12-30 14:58:15,000","1899-12-30 15:02:03,000","NO",1
843,48,"Trabajador obrero","Casado","Primaria",-460,"NO","NO","celular","2021-07-23 00:00:00,000",1,-1,0,"NA","1899-12-30 13:54:39,000","1899-12-30 13:56:54,000","NO",1
895,62,"Retirado","Casado","Primaria",1084,"NO","NO","celular","2021-04-14 00:00:00,000",1,-1,0,"NA","1899-12-30 17:33:25,000","1899-12-30 17:41:50,000","SI",1
908,53,"Trabajador obrero","Casado","Primaria",421,"SI","NO","celular","2021-11-20 00:00:00,000",1,-1,0,"NA","1899-12-30 14:00:24,000","1899-12-30 14:11:41,000","SI",1
987,35,"Administrador","Casado","Primaria",-229,"SI","NO","celular","2021-05-05 00:00:00,000",1,-1,0,"NA","1899-12-30 14:25:28,000","1899-12-30 14:28:24,000","NO",1
1022,34,"Emprendedor","Casado","Primaria",7279,"SI","NO","celular","2021-05-12 00:00:00,000",1,-1,0,"NA","1899-12-30 16:11:14,000","1899-12-30 16:25:56,000","SI",1
1063,34,"Trabajador obrero","Casado","Primaria",3527,"SI","NO","celular","2021-11-21 00:00:00,000",1,-1,0,"NA","1899-12-30 11:07:23,000","1899-12-30 11:24:25,000","SI",1
1241,38,"Trabajador obrero","Casado","Primaria",1401,"NO","NO","celular","2021-05-13 00:00:00,000",1,-1,0,"NA","1899-12-30 15:26:31,000","1899-12-30 15:35:07,000","SI",1
1412,47,"Trabajador obrero","Casado","Primaria",4227,"SI","NO","celular","2021-05-13 00:00:00,000",1,-1,0,"NA","1899-12-30 10:37:06,000","1899-12-30 10:48:05,000","SI",1
1542,44,"Tecnico","Casado","Primaria",4389,"NO","NO","celular","2021-07-29 00:00:00,000",1,-1,0,"NA","1899-12-30 09:31:15,000","1899-12-30 09:31:48,000","NO",1
